Source,Target,SourceType,TargetType
七星瓢虫,七星瓢蟲,简体词组,繁体词组
七杯,七杯,简体词组,繁体词组
七步之才,七步之才,简体词组,繁体词组
七步奇才,七步奇才,简体词组,繁体词组
七点钟,七點鐘,简体词组,繁体词组
七百万,七百萬,简体词组,繁体词组
七百多万,七百多萬,简体词组,繁体词组
七种,七種,简体词组,繁体词组
七秒钟,七秒鐘,简体词组,繁体词组
七窍冒烟,七竅冒煙,简体词组,繁体词组
七窍生烟,七竅生煙,简体词组,繁体词组
七色板,七色板,简体词组,繁体词组
七里,七里,简体词组,繁体词组
七里河,七里河,简体词组,繁体词组
七里河区,七里河區,简体词组,繁体词组
七里香,七里香,简体词组,繁体词组
万,萬 万,简体字符,繁体字符
万一,萬一,简体词组,繁体词组
万一只,萬一只,简体词组,繁体词组
万万,萬萬,简体词组,繁体词组
万万不可,萬萬不可,简体词组,繁体词组
万万千千,萬萬千千,简体词组,繁体词组
万万岁,萬萬歲,简体词组,繁体词组
万丈,萬丈,简体词组,繁体词组
万丈光芒,萬丈光芒,简体词组,繁体词组
万丈深渊,萬丈深淵,简体词组,繁体词组
万丈竿头,萬丈竿頭,简体词组,繁体词组
万丈红尘,萬丈紅塵,简体词组,繁体词组
万丈高楼平地起,萬丈高樓平地起,简体词组,繁体词组
万不及一,萬不及一,简体词组,繁体词组
万不可失,萬不可失,简体词组,繁体词组
万不失一,萬不失一,简体词组,繁体词组
万不得已,萬不得已,简体词组,繁体词组
万世,萬世,简体词组,繁体词组
万世一时,萬世一時,简体词组,繁体词组
万世师表,萬世師表,简体词组,繁体词组
万个,萬個,简体词组,繁体词组
万丰,萬豐,简体词组,繁体词组
万丹,萬丹,简体词组,繁体词组
万丹乡,萬丹鄉,简体词组,繁体词组
万乘,萬乘,简体词组,繁体词组
万乘之国,萬乘之國,简体词组,繁体词组
万乘之尊,萬乘之尊,简体词组,繁体词组
万事,萬事,简体词组,繁体词组
万事亨通,萬事亨通,简体词组,繁体词组
万事俱备只欠东风,萬事俱備只欠東風,简体词组,繁体词组
万事具备,萬事具備,简体词组,繁体词组
万事大吉,萬事大吉,简体词组,繁体词组
万事如意,萬事如意,简体词组,繁体词组
万事得,萬事得,简体词组,繁体词组
万事皆从急中错,萬事皆從急中錯,简体词组,繁体词组
万事皆休,萬事皆休,简体词组,繁体词组
万事皆备,萬事皆備,简体词组,繁体词组
万事起头难,萬事起頭難,简体词组,繁体词组
万事达,萬事達,简体词组,繁体词组
万事达卡,萬事達卡,简体词组,繁体词组
万事通,萬事通,简体词组,繁体词组
万人,萬人,简体词组,繁体词组
万人之敌,萬人之敵,简体词组,繁体词组
万人之敵,萬人之敵,简体词组,繁体词组
万人坑,萬人坑,简体词组,繁体词组
万人敌,萬人敵,简体词组,繁体词组
万人空巷,萬人空巷,简体词组,繁体词组
万人迷,萬人迷,简体词组,繁体词组
万仞,萬仞,简体词组,繁体词组
万代,萬代,简体词组,繁体词组
万代一时,萬代一時,简体词组,繁体词组
万代兰,萬代蘭,简体词组,繁体词组
万代千秋,萬代千秋,简体词组,繁体词组
万份,萬份,简体词组,繁体词组
万众,萬衆,简体词组,繁体词组
万众一心,萬衆一心,简体词组,繁体词组
万众欢腾,萬衆歡騰,简体词组,繁体词组
万众瞩目,萬衆矚目,简体词组,繁体词组
万位,萬位,简体词组,繁体词组
万余,萬餘,简体词组,繁体词组
万余只,萬餘隻,简体词组,繁体词组
万余里,萬餘里,简体词组,繁体词组
万俟,万俟,简体词组,繁体词组
万倍,萬倍,简体词组,繁体词组
万儿,萬兒,简体词组,繁体词组
万儿八千,萬兒八千,简体词组,繁体词组
万元,萬元,简体词组,繁体词组
万元户,萬元戶,简体词组,繁体词组
万全,萬全,简体词组,繁体词组
万全之策,萬全之策,简体词组,繁体词组
万全之计,萬全之計,简体词组,繁体词组
万全县,萬全縣,简体词组,繁体词组
万全街,萬全街,简体词组,繁体词组
万兽之王,萬獸之王,简体词组,繁体词组
万几,萬幾,简体词组,繁体词组
万分,萬分,简体词组,繁体词组
万分之一,萬分之一,简体词组,繁体词组
万分感激,萬分感激,简体词组,繁体词组
万分痛苦,萬分痛苦,简体词组,繁体词组
万别千差,萬別千差,简体词组,繁体词组
万剐千刀,萬剮千刀,简体词组,繁体词组
万劫,萬劫,简体词组,繁体词组
万劫不复,萬劫不復,简体词组,繁体词组
万千,萬千,简体词组,繁体词组
万华,萬華,简体词组,繁体词组
万华区,萬華區,简体词组,繁体词组
万华站,萬華站,简体词组,繁体词组
万博宣伟,萬博宣偉,简体词组,繁体词组
万博省,萬博省,简体词组,繁体词组
万卷,萬卷,简体词组,繁体词组
万卷书,萬卷書,简体词组,繁体词组
万历,萬曆,简体词组,繁体词组
万县,萬縣,简体词组,繁体词组
万县地区,萬縣地區,简体词组,繁体词组
万县市,萬縣市,简体词组,繁体词组
万县港,萬縣港,简体词组,繁体词组
万变不离其宗,萬變不離其宗,简体词组,繁体词组
万古,萬古,简体词组,繁体词组
万古不灭,萬古不滅,简体词组,繁体词组
万古千秋,萬古千秋,简体词组,繁体词组
万古流芳,萬古流芳,简体词组,繁体词组
万古留芳,萬古留芳,简体词组,繁体词组
万古长新,萬古長新,简体词组,繁体词组
万古长春,萬古長春,简体词组,繁体词组
万古长青,萬古長青,简体词组,繁体词组
万只,萬隻,简体词组,繁体词组
万叶,萬葉,简体词组,繁体词组
万名,萬名,简体词组,繁体词组
万向节,萬向節,简体词组,繁体词组
万国,萬國,简体词组,繁体词组
万国公报,萬國公報,简体词组,繁体词组
万国公法,萬國公法,简体词组,繁体词组
万国宫,萬國宮,简体词组,繁体词组
万国旗,萬國旗,简体词组,繁体词组
万国码,萬國碼,简体词组,繁体词组
万国邮联,萬國郵聯,简体词组,繁体词组
万国音标,萬國音標,简体词组,繁体词组
万圆,萬圓,简体词组,繁体词组
万圣节,萬聖節,简体词组,繁体词组
万坛,萬罈,简体词组,繁体词组
万境归空,萬境歸空,简体词组,繁体词组
万壑,萬壑,简体词组,繁体词组
万壑争流,萬壑爭流,简体词组,繁体词组
万天后,萬天後,简体词组,繁体词组
万夫,萬夫,简体词组,繁体词组
万夫不当,萬夫不當,简体词组,繁体词组
万夫莫当,萬夫莫當,简体词组,繁体词组
万夫莫敌,萬夫莫敵,简体词组,繁体词组
万头攒动,萬頭攢動,简体词组,繁体词组
万姓,萬姓,简体词组,繁体词组
万姓统谱,萬姓統譜,简体词组,繁体词组
万字,萬字,简体词组,繁体词组
万宁市,萬寧市,简体词组,繁体词组
万安,萬安,简体词组,繁体词组
万安县,萬安縣,简体词组,繁体词组
万宝华,萬寶華,简体词组,繁体词组
万宝囊,萬寶囊,简体词组,繁体词组
万宝常,萬寶常,简体词组,繁体词组
万宝路,萬寶路,简体词组,繁体词组
万家,萬家,简体词组,繁体词组
万家乐,萬家樂,简体词组,繁体词组
万家灯火,萬家燈火,简体词组,繁体词组
万家生佛,萬家生佛,简体词组,繁体词组
万家香,萬家香,简体词组,繁体词组
万寿,萬壽,简体词组,繁体词组
万寿千秋,萬壽千秋,简体词组,繁体词组
万寿山,萬壽山,简体词组,繁体词组
万寿无疆,萬壽無疆,简体词组,繁体词组
万寿果,萬壽果,简体词组,繁体词组
万寿菊,萬壽菊,简体词组,繁体词组
万山,萬山,简体词组,繁体词组
万山特区,萬山特區,简体词组,繁体词组
万山镇,萬山鎮,简体词组,繁体词组
万岁,萬歲,简体词组,繁体词组
万岁千秋,萬歲千秋,简体词组,繁体词组
万岁爷,萬歲爺,简体词组,繁体词组
万峦,萬巒,简体词组,繁体词组
万峦乡,萬巒鄉,简体词组,繁体词组
万州区,萬州區,简体词组,繁体词组
万年,萬年,简体词组,繁体词组
万年历,萬年曆,简体词组,繁体词组
万年历表,萬年曆錶,简体词组,繁体词组
万年县,萬年縣,简体词组,繁体词组
万年青,萬年青,简体词组,繁体词组
万幸,萬幸,简体词组,繁体词组
万念,萬念,简体词组,繁体词组
万念俱灰,萬念俱灰,简体词组,繁体词组
万急,萬急,简体词组,繁体词组
万恩市,萬恩市,简体词组,繁体词组
万恶,萬惡,简体词组,繁体词组
万恶之源,萬惡之源,简体词组,繁体词组
万恶之首,萬惡之首,简体词组,繁体词组
万恶淫为首,萬惡淫爲首,简体词组,繁体词组
万恶滔天,萬惡滔天,简体词组,繁体词组
万户,萬戶,简体词组,繁体词组
万户侯,萬戶侯,简体词组,繁体词组
万户千门,萬戶千門,简体词组,繁体词组
万扎,萬紮,简体词组,繁体词组
万把,萬把,简体词组,繁体词组
万把块,萬把塊,简体词组,繁体词组
万斛泉源,萬斛泉源,简体词组,繁体词组
万斤,萬斤,简体词组,繁体词组
万斯同,萬斯同,简体词组,繁体词组
万方,萬方,简体词组,繁体词组
万旗,万旗,简体词组,繁体词组
万无,萬無,简体词组,繁体词组
万无一失,萬無一失,简体词组,繁体词组
万无失一,萬無失一,简体词组,繁体词组
万智牌,萬智牌,简体词组,繁体词组
万有,萬有,简体词组,繁体词组
万有引力,萬有引力,简体词组,繁体词组
万有引力定律,萬有引力定律,简体词组,繁体词组
万望,萬望,简体词组,繁体词组
万机,萬機,简体词组,繁体词组
万杞良,萬杞良,简体词组,繁体词组
万柏林,萬柏林,简体词组,繁体词组
万柏林区,萬柏林區,简体词组,繁体词组
万桶,萬桶,简体词组,繁体词组
万步,萬步,简体词组,繁体词组
万步表,萬步表,简体词组,繁体词组
万死,萬死,简体词组,繁体词组
万死一生,萬死一生,简体词组,繁体词组
万死不辞,萬死不辭,简体词组,繁体词组
万段,萬段,简体词组,繁体词组
万毒枯,萬毒枯,简体词组,繁体词组
万民伞,萬民傘,简体词组,繁体词组
万水千山,萬水千山,简体词组,繁体词组
万沙浪,萬沙浪,简体词组,繁体词组
万泉河,萬泉河,简体词组,繁体词组
万法唯识,萬法唯識,简体词组,繁体词组
万泰银,萬泰銀,简体词组,繁体词组
万洋山,萬洋山,简体词组,繁体词组
万源市,萬源市,简体词组,繁体词组
万灵丹,萬靈丹,简体词组,繁体词组
万灵节,萬靈節,简体词组,繁体词组
万灵药,萬靈藥,简体词组,繁体词组
万点,萬點,简体词组,繁体词组
万点大关,萬點大關,简体词组,繁体词组
万物,萬物,简体词组,繁体词组
万物之灵,萬物之靈,简体词组,繁体词组
万状,萬狀,简体词组,繁体词组
万用,萬用,简体词组,繁体词组
万用字元,萬用字元,简体词组,繁体词组
万用手冊,萬用手冊,简体词组,繁体词组
万用电表,萬用電表,简体词组,繁体词组
万用表,萬用表,简体词组,繁体词组
万盛,萬盛,简体词组,繁体词组
万盛区,萬盛區,简体词组,繁体词组
万盛溪,萬盛溪,简体词组,繁体词组
万目睽睽,萬目睽睽,简体词组,繁体词组
万石,萬石,简体词组,繁体词组
万福,萬福,简体词组,繁体词组
万福玛丽亚,萬福瑪麗亞,简体词组,繁体词组
万秀区,萬秀區,简体词组,繁体词组
万种,萬種,简体词组,繁体词组
万种风情,萬種風情,简体词组,繁体词组
万窍,萬竅,简体词组,繁体词组
万端,萬端,简体词组,繁体词组
万签插架,萬籤插架,简体词组,繁体词组
万箭攒心,萬箭攢心,简体词组,繁体词组
万箭穿心,萬箭穿心,简体词组,繁体词组
万箭穿身,萬箭穿身,简体词组,繁体词组
万箱,萬箱,简体词组,繁体词组
万籁,萬籟,简体词组,繁体词组
万籁俱寂,萬籟俱寂,简体词组,繁体词组
万籁无声,萬籟無聲,简体词组,繁体词组
万籤插架,萬籤插架,简体词组,繁体词组
万米,萬米,简体词组,繁体词组
万米长跑,萬米長跑,简体词组,繁体词组
万紫千红,萬紫千紅,简体词组,繁体词组
万红千紫,萬紅千紫,简体词组,繁体词组
万绪千头,萬緒千頭,简体词组,繁体词组
万绪千端,萬緒千端,简体词组,繁体词组
万维网,萬維網,简体词组,繁体词组
万绿丛中,萬綠叢中,简体词组,繁体词组
万缕千丝,萬縷千絲,简体词组,繁体词组
万缘,萬緣,简体词组,繁体词组
万能,萬能,简体词组,繁体词组
万能工专,萬能工專,简体词组,繁体词组
万能曲尺,萬能曲尺,简体词组,繁体词组
万能梗,萬能梗,简体词组,繁体词组
万能梗犬,萬能梗犬,简体词组,繁体词组
万能胶,萬能膠,简体词组,繁体词组
万能选手,萬能選手,简体词组,繁体词组
万能钥匙,萬能鑰匙,简体词组,繁体词组
万能锅,萬能鍋,简体词组,繁体词组
万般,萬般,简体词组,繁体词组
万般皆下品,萬般皆下品,简体词组,繁体词组
万般皆是命,萬般皆是命,简体词组,繁体词组
万艾可,萬艾可,简体词组,繁体词组
万花争艳,萬花爭豔,简体词组,繁体词组
万花筒,萬花筒,简体词组,繁体词组
万苦千辛,萬苦千辛,简体词组,繁体词组
万荣乡,萬榮鄉,简体词组,繁体词组
万荣县,萬榮縣,简体词组,繁体词组
万虑俱清,萬慮俱清,简体词组,繁体词组
万言,萬言,简体词组,繁体词组
万言书,萬言書,简体词组,繁体词组
万语千言,萬語千言,简体词组,繁体词组
万象,萬象,简体词组,繁体词组
万象包罗,萬象包羅,简体词组,繁体词组
万象更新,萬象更新,简体词组,繁体词组
万象森罗,萬象森羅,简体词组,繁体词组
万贯,萬貫,简体词组,繁体词组
万贯家产,萬貫家產,简体词组,繁体词组
万贯家私,萬貫家私,简体词组,繁体词组
万贯家财,萬貫家財,简体词组,繁体词组
万载千秋,萬載千秋,简体词组,繁体词组
万载县,萬載縣,简体词组,繁体词组
万道,萬道,简体词组,繁体词组
万那杜,萬那杜,简体词组,繁体词组
万邦,萬邦,简体词组,繁体词组
万部,萬部,简体词组,繁体词组
万里,萬里,简体词组,繁体词组
万里之望,萬里之望,简体词组,繁体词组
万里乡,萬里鄉,简体词组,繁体词组
万里侯,萬里侯,简体词组,繁体词组
万里同风,萬里同風,简体词组,繁体词组
万里封侯,萬里封侯,简体词组,繁体词组
万里无云,萬里無雲,简体词组,繁体词组
万里春愁直,萬裏春愁直,简体词组,繁体词组
万里晴空,萬里晴空,简体词组,繁体词组
万里江山,萬里江山,简体词组,繁体词组
万里迢迢,萬里迢迢,简体词组,繁体词组
万里追踪,萬里追蹤,简体词组,繁体词组
万里长城,萬里長城,简体词组,繁体词组
万里长征,萬里長征,简体词组,繁体词组
万里长江,萬里長江,简体词组,繁体词组
万里长空,萬里長空,简体词组,繁体词组
万里鹏程,萬里鵬程,简体词组,繁体词组
万里鹏翼,萬里鵬翼,简体词组,繁体词组
万重,萬重,简体词组,繁体词组
万重山,萬重山,简体词组,繁体词组
万金,萬金,简体词组,繁体词组
万金不换,萬金不換,简体词组,繁体词组
万金之躯,萬金之軀,简体词组,繁体词组
万金油,萬金油,简体词组,繁体词组
万钧,萬鈞,简体词组,繁体词组
万钧之力,萬鈞之力,简体词组,繁体词组
万锺,萬鍾,简体词组,繁体词组
万难,萬難,简体词组,繁体词组
万顷,萬頃,简体词组,繁体词组
万顷琉璃,萬頃琉璃,简体词组,繁体词组
万顷碧波,萬頃碧波,简体词组,繁体词组
万馀,萬餘,简体词组,繁体词组
万马,萬馬,简体词组,繁体词组
万马千军,萬馬千軍,简体词组,繁体词组
万马奔腾,萬馬奔騰,简体词组,繁体词组
万马皆瘖,萬馬皆瘖,简体词组,繁体词组
万马齐喑,萬馬齊喑,简体词组,繁体词组
万马齐瘖,萬馬齊瘖,简体词组,繁体词组
万鸦老,萬鴉老,简体词组,繁体词组
万齐融,萬齊融,简体词组,繁体词组
丈余,丈餘,简体词组,繁体词组
丈八灯台,丈八燈臺,简体词组,繁体词组
